status,manifest_id,job_slug,run_dir,dataset,representation,encoder,depth,seed,learning_rate,batch_size,steps,standardize,initial_state,projector_renormalize,track_readout_leakage,final_validation_loss,final_validation_accuracy,final_test_loss,final_test_accuracy,best_validation_accuracy,validation_accuracy_auc,time_to_target_step,wall_time_seconds,mean_readout_leakage_mass,parameter_count,n_qubits,hilbert_dim,git_commit,git_dirty
complete,pendigits,pendigits__dyn__symmetric-hamiltonian__L16__lr0.01__bs32__seed0,results/runs/pendigits_ablation_spectrum-only/pendigits__dyn__symmetric-hamiltonian__L16__lr0.01__bs32__seed0_seed0,pendigits,dyn,symmetric-hamiltonian,16,0,0.01,32,2000,True,plus,True,False,1.551890097316766,0.504,1.6784706577831634,0.44339622641509435,0.5573333333333333,836.6666666666667,,98.92287254333496,,736,4,16,6e3df8c2ae7503394992a62eaa877ace7721f2bc,False
complete,pendigits,pendigits__dyn__symmetric-hamiltonian__L16__lr0.01__bs32__seed10,results/runs/pendigits_ablation_spectrum-only/pendigits__dyn__symmetric-hamiltonian__L16__lr0.01__bs32__seed10_seed10,pendigits,dyn,symmetric-hamiltonian,16,10,0.01,32,2000,True,plus,True,False,1.4821383808638544,0.5053333333333333,1.5919242352379952,0.46226415094339623,0.556,851.4666666666668,,103.13277173042297,,736,4,16,6e3df8c2ae7503394992a62eaa877ace7721f2bc,False
complete,pendigits,pendigits__dyn__symmetric-hamiltonian__L16__lr0.01__bs32__seed11,results/runs/pendigits_ablation_spectrum-only/pendigits__dyn__symmetric-hamiltonian__L16__lr0.01__bs32__seed11_seed11,pendigits,dyn,symmetric-hamiltonian,16,11,0.01,32,2000,True,plus,True,False,1.8575954499343543,0.37733333333333335,1.9528495788864244,0.3542024013722127,0.5506666666666666,868.4,,95.36371088027954,,736,4,16,6e3df8c2ae7503394992a62eaa877ace7721f2bc,False
complete,pendigits,pendigits__dyn__symmetric-hamiltonian__L16__lr0.01__bs32__seed12,results/runs/pendigits_ablation_spectrum-only/pendigits__dyn__symmetric-hamiltonian__L16__lr0.01__bs32__seed12_seed12,pendigits,dyn,symmetric-hamiltonian,16,12,0.01,32,2000,True,plus,True,False,1.500938945174772,0.4746666666666667,1.6032319079961688,0.4391080617495712,0.532,748.0,,99.25827980041504,,736,4,16,6e3df8c2ae7503394992a62eaa877ace7721f2bc,False
complete,pendigits,pendigits__dyn__symmetric-hamiltonian__L16__lr0.01__bs32__seed13,results/runs/pendigits_ablation_spectrum-only/pendigits__dyn__symmetric-hamiltonian__L16__lr0.01__bs32__seed13_seed13,pendigits,dyn,symmetric-hamiltonian,16,13,0.01,32,2000,True,plus,True,False,1.6466015290781582,0.47733333333333333,1.6745219785303038,0.4288164665523156,0.5346666666666666,762.3333333333335,,99.53776621818542,,736,4,16,6e3df8c2ae7503394992a62eaa877ace7721f2bc,False
complete,pendigits,pendigits__dyn__symmetric-hamiltonian__L16__lr0.01__bs32__seed14,results/runs/pendigits_ablation_spectrum-only/pendigits__dyn__symmetric-hamiltonian__L16__lr0.01__bs32__seed14_seed14,pendigits,dyn,symmetric-hamiltonian,16,14,0.01,32,2000,True,plus,True,False,1.478771486222097,0.5453333333333333,1.5903941335625664,0.4671240708976558,0.5506666666666666,811.8666666666667,,99.29292225837708,,736,4,16,6e3df8c2ae7503394992a62eaa877ace7721f2bc,False
complete,pendigits,pendigits__dyn__symmetric-hamiltonian__L16__lr0.01__bs32__seed15,results/runs/pendigits_ablation_spectrum-only/pendigits__dyn__symmetric-hamiltonian__L16__lr0.01__bs32__seed15_seed15,pendigits,dyn,symmetric-hamiltonian,16,15,0.01,32,2000,True,plus,True,False,1.4375150426551015,0.5533333333333333,1.551283949813533,0.5102915951972555,0.5533333333333333,799.8000000000002,,100.3940486907959,,736,4,16,6e3df8c2ae7503394992a62eaa877ace7721f2bc,False
complete,pendigits,pendigits__dyn__symmetric-hamiltonian__L16__lr0.01__bs32__seed16,results/runs/pendigits_ablation_spectrum-only/pendigits__dyn__symmetric-hamiltonian__L16__lr0.01__bs32__seed16_seed16,pendigits,dyn,symmetric-hamiltonian,16,16,0.01,32,2000,True,plus,True,False,1.3683298805620616,0.536,1.4561107392759394,0.5122927387078331,0.54,788.6666666666667,,99.23044800758362,,736,4,16,6e3df8c2ae7503394992a62eaa877ace7721f2bc,False
complete,pendigits,pendigits__dyn__symmetric-hamiltonian__L16__lr0.01__bs32__seed17,results/runs/pendigits_ablation_spectrum-only/pendigits__dyn__symmetric-hamiltonian__L16__lr0.01__bs32__seed17_seed17,pendigits,dyn,symmetric-hamiltonian,16,17,0.01,32,2000,True,plus,True,False,1.5239835711369727,0.472,1.591025432101709,0.41080617495711835,0.5773333333333334,847.3333333333333,,99.02340745925903,,736,4,16,6e3df8c2ae7503394992a62eaa877ace7721f2bc,False
complete,pendigits,pendigits__dyn__symmetric-hamiltonian__L16__lr0.01__bs32__seed18,results/runs/pendigits_ablation_spectrum-only/pendigits__dyn__symmetric-hamiltonian__L16__lr0.01__bs32__seed18_seed18,pendigits,dyn,symmetric-hamiltonian,16,18,0.01,32,2000,True,plus,True,False,1.4359332314161748,0.552,1.5375611275943923,0.49799885648942255,0.552,760.5333333333333,,97.79301476478577,,736,4,16,6e3df8c2ae7503394992a62eaa877ace7721f2bc,False
complete,pendigits,pendigits__dyn__symmetric-hamiltonian__L16__lr0.01__bs32__seed19,results/runs/pendigits_ablation_spectrum-only/pendigits__dyn__symmetric-hamiltonian__L16__lr0.01__bs32__seed19_seed19,pendigits,dyn,symmetric-hamiltonian,16,19,0.01,32,2000,True,plus,True,False,1.5370781792050054,0.4666666666666667,1.6388475489183325,0.42738707833047457,0.5813333333333334,813.2666666666667,,94.98943281173706,,736,4,16,6e3df8c2ae7503394992a62eaa877ace7721f2bc,False
complete,pendigits,pendigits__dyn__symmetric-hamiltonian__L16__lr0.01__bs32__seed1,results/runs/pendigits_ablation_spectrum-only/pendigits__dyn__symmetric-hamiltonian__L16__lr0.01__bs32__seed1_seed1,pendigits,dyn,symmetric-hamiltonian,16,1,0.01,32,2000,True,plus,True,False,1.4998751710568818,0.5133333333333333,1.6417338751793444,0.4448256146369354,0.576,854.0666666666666,,98.85377526283264,,736,4,16,6e3df8c2ae7503394992a62eaa877ace7721f2bc,False
complete,pendigits,pendigits__dyn__symmetric-hamiltonian__L16__lr0.01__bs32__seed2,results/runs/pendigits_ablation_spectrum-only/pendigits__dyn__symmetric-hamiltonian__L16__lr0.01__bs32__seed2_seed2,pendigits,dyn,symmetric-hamiltonian,16,2,0.01,32,2000,True,plus,True,False,1.493802304848113,0.5253333333333333,1.6380068503303764,0.48198970840480276,0.5533333333333333,786.4666666666667,,103.63406324386597,,736,4,16,6e3df8c2ae7503394992a62eaa877ace7721f2bc,False
complete,pendigits,pendigits__dyn__symmetric-hamiltonian__L16__lr0.01__bs32__seed3,results/runs/pendigits_ablation_spectrum-only/pendigits__dyn__symmetric-hamiltonian__L16__lr0.01__bs32__seed3_seed3,pendigits,dyn,symmetric-hamiltonian,16,3,0.01,32,2000,True,plus,True,False,1.8843907420354136,0.35733333333333334,2.0302317833797283,0.30417381360777584,0.548,831.6666666666665,,101.580393075943,,736,4,16,6e3df8c2ae7503394992a62eaa877ace7721f2bc,False
