status,manifest_id,job_slug,run_dir,dataset,representation,encoder,depth,seed,learning_rate,batch_size,steps,standardize,initial_state,projector_renormalize,track_readout_leakage,final_validation_loss,final_validation_accuracy,final_test_loss,final_test_accuracy,best_validation_accuracy,validation_accuracy_auc,time_to_target_step,wall_time_seconds,mean_readout_leakage_mass,parameter_count,n_qubits,hilbert_dim,git_commit,git_dirty
complete,synthetic,synthetic-eigengap__synthetic__block-hamiltonian__L16__lr0.01__bs64__seed0,results/runs/synthetic_ablation_singular-spectrum-only/synthetic-eigengap__synthetic__block-hamiltonian__L16__lr0.01__bs64__seed0_seed0,synthetic-eigengap,synthetic,block-hamiltonian,16,0,0.01,64,2000,True,plus,True,False,0.5901322261820678,0.7073170731707317,0.6175791013853508,0.6446886446886447,0.7225609756097561,1289.4817073170732,,63.539748668670654,,496,3,8,6e3df8c2ae7503394992a62eaa877ace7721f2bc,False
complete,synthetic,synthetic-eigengap__synthetic__block-hamiltonian__L16__lr0.01__bs64__seed10,results/runs/synthetic_ablation_singular-spectrum-only/synthetic-eigengap__synthetic__block-hamiltonian__L16__lr0.01__bs64__seed10_seed10,synthetic-eigengap,synthetic,block-hamiltonian,16,10,0.01,64,2000,True,plus,True,False,0.5885566064190958,0.6920731707317073,0.6071461953735652,0.6544566544566545,0.7225609756097561,1291.6158536585365,,66.252268075943,,496,3,8,6e3df8c2ae7503394992a62eaa877ace7721f2bc,False
complete,synthetic,synthetic-eigengap__synthetic__block-hamiltonian__L16__lr0.01__bs64__seed11,results/runs/synthetic_ablation_singular-spectrum-only/synthetic-eigengap__synthetic__block-hamiltonian__L16__lr0.01__bs64__seed11_seed11,synthetic-eigengap,synthetic,block-hamiltonian,16,11,0.01,64,2000,True,plus,True,False,0.5895371527178169,0.698170731707317,0.6131944234327441,0.652014652014652,0.7225609756097561,1274.8475609756094,,66.80204844474792,,496,3,8,6e3df8c2ae7503394992a62eaa877ace7721f2bc,False
complete,synthetic,synthetic-eigengap__synthetic__block-hamiltonian__L16__lr0.01__bs64__seed12,results/runs/synthetic_ablation_singular-spectrum-only/synthetic-eigengap__synthetic__block-hamiltonian__L16__lr0.01__bs64__seed12_seed12,synthetic-eigengap,synthetic,block-hamiltonian,16,12,0.01,64,2000,True,plus,True,False,0.5830997816193325,0.6737804878048781,0.6002930022982416,0.6654456654456654,0.7347560975609756,1312.65243902439,,64.86590027809143,,496,3,8,6e3df8c2ae7503394992a62eaa877ace7721f2bc,False
complete,synthetic,synthetic-eigengap__synthetic__block-hamiltonian__L16__lr0.01__bs64__seed13,results/runs/synthetic_ablation_singular-spectrum-only/synthetic-eigengap__synthetic__block-hamiltonian__L16__lr0.01__bs64__seed13_seed13,synthetic-eigengap,synthetic,block-hamiltonian,16,13,0.01,64,2000,True,plus,True,False,0.5773850950137942,0.6737804878048781,0.5956358535021969,0.6666666666666666,0.7347560975609756,1294.512195121951,,64.65935158729553,,496,3,8,6e3df8c2ae7503394992a62eaa877ace7721f2bc,False
complete,synthetic,synthetic-eigengap__synthetic__block-hamiltonian__L16__lr0.01__bs64__seed14,results/runs/synthetic_ablation_singular-spectrum-only/synthetic-eigengap__synthetic__block-hamiltonian__L16__lr0.01__bs64__seed14_seed14,synthetic-eigengap,synthetic,block-hamiltonian,16,14,0.01,64,2000,True,plus,True,False,0.5910181216001286,0.649390243902439,0.6073241246190674,0.6568986568986569,0.7195121951219512,1293.2926829268295,,64.19725108146667,,496,3,8,6e3df8c2ae7503394992a62eaa877ace7721f2bc,False
complete,synthetic,synthetic-eigengap__synthetic__block-hamiltonian__L16__lr0.01__bs64__seed15,results/runs/synthetic_ablation_singular-spectrum-only/synthetic-eigengap__synthetic__block-hamiltonian__L16__lr0.01__bs64__seed15_seed15,synthetic-eigengap,synthetic,block-hamiltonian,16,15,0.01,64,2000,True,plus,True,False,0.5969158178263498,0.6463414634146342,0.6110578597481297,0.6361416361416361,0.7347560975609756,1281.25,,66.4722318649292,,496,3,8,6e3df8c2ae7503394992a62eaa877ace7721f2bc,False
complete,synthetic,synthetic-eigengap__synthetic__block-hamiltonian__L16__lr0.01__bs64__seed16,results/runs/synthetic_ablation_singular-spectrum-only/synthetic-eigengap__synthetic__block-hamiltonian__L16__lr0.01__bs64__seed16_seed16,synthetic-eigengap,synthetic,block-hamiltonian,16,16,0.01,64,2000,True,plus,True,False,0.5899827937750097,0.6524390243902439,0.596553800413934,0.6471306471306472,0.7408536585365854,1290.7012195121952,,66.38541054725647,,496,3,8,6e3df8c2ae7503394992a62eaa877ace7721f2bc,False
complete,synthetic,synthetic-eigengap__synthetic__block-hamiltonian__L16__lr0.01__bs64__seed17,results/runs/synthetic_ablation_singular-spectrum-only/synthetic-eigengap__synthetic__block-hamiltonian__L16__lr0.01__bs64__seed17_seed17,synthetic-eigengap,synthetic,block-hamiltonian,16,17,0.01,64,2000,True,plus,True,False,0.5913631215358647,0.7012195121951219,0.6166731157014814,0.6446886446886447,0.725609756097561,1280.9451219512193,,64.41446900367737,,496,3,8,6e3df8c2ae7503394992a62eaa877ace7721f2bc,False
complete,synthetic,synthetic-eigengap__synthetic__block-hamiltonian__L16__lr0.01__bs64__seed18,results/runs/synthetic_ablation_singular-spectrum-only/synthetic-eigengap__synthetic__block-hamiltonian__L16__lr0.01__bs64__seed18_seed18,synthetic-eigengap,synthetic,block-hamiltonian,16,18,0.01,64,2000,True,plus,True,False,0.5830120164446309,0.676829268292683,0.5969078313276089,0.6654456654456654,0.7225609756097561,1275.3048780487802,,65.46375942230225,,496,3,8,6e3df8c2ae7503394992a62eaa877ace7721f2bc,False
